edge_key,layer,head,decision,confidence,rationale,recommended_density_pct,expected_retained_mass,must_be_dense_steps,block_size_limitation
X->P,6,6,DENSE,0.5,DENSE: entropy=0.91>0.7; many_blocks_above_0.01=23,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,6,6,DENSE,0.7666666666666666,DENSE: entropy=0.90>0.7; max_block=0.025<0.03; many_blocks_above_0.01=27,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,6,6,SPARSE,0.9,SPARSE: segment_skip=0.0120<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,6,6,SPARSE,0.9,SPARSE: segment_skip=0.0137<0.03,0.0,0.0,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,6,6,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=29,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,6,6,DENSE,0.3333333333333333,DENSE: entropy=0.92>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,6,6,DENSE,0.6,DENSE: entropy=0.92>0.7; max_block=0.021<0.03,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,6,6,DENSE,0.6,DENSE: entropy=0.93>0.7; max_block=0.020<0.03,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,6,6,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=30,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,6,6,DENSE,0.6,DENSE: entropy=0.95>0.7; max_block=0.017<0.03,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,6,6,DENSE,0.5,DENSE: entropy=0.87>0.7; many_blocks_above_0.01=26,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,6,6,DENSE,0.7666666666666666,DENSE: entropy=0.90>0.7; max_block=0.025<0.03; many_blocks_above_0.01=21,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->P,6,7,SPARSE,0.6000000000000001,SPARSE: segment_mass_dominance=0.797; peak_in_small_segment=0.372; stability=0.99>=0.5,0.5,0.3719676141507504,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,6,7,DENSE,0.5,DENSE: entropy=0.95>0.7; many_blocks_above_0.01=30,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,6,7,DENSE,0.5,DENSE: entropy=0.87>0.7; many_blocks_above_0.01=26,,,"[0, 1, 2, 3, 4]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,6,7,SPARSE,0.9,SPARSE: segment_skip=0.0162<0.03,0.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,6,7,DENSE,0.5,DENSE: entropy=0.97>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,6,7,DENSE,0.5,DENSE: entropy=0.76>0.7; many_blocks_above_0.01=38,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,6,7,SPARSE,0.6666666666666666,SPARSE: concentration=0.64>=0.6; strong_peak=0.248; stability=0.81>=0.5,0.5,0.40367840491840773,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,6,7,DENSE,0.5,DENSE: entropy=0.77>0.7; many_blocks_above_0.01=33,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,6,7,SPARSE,0.9,SPARSE: segment_skip=0.0146<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,6,7,DENSE,0.5,DENSE: entropy=0.74>0.7; many_blocks_above_0.01=26,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,6,7,DENSE,0.5,DENSE: entropy=0.80>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,6,7,DENSE,0.5,DENSE: entropy=0.76>0.7; many_blocks_above_0.01=28,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,6,7,SPARSE,0.9,SPARSE: segment_skip=0.0227<0.03,0.0,0.0,"[0, 1, 2, 3, 4, 5]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,6,7,DENSE,0.5,DENSE: entropy=0.78>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,6,7,SPARSE,0.6666666666666666,SPARSE: concentration=0.63>=0.6; strong_peak=0.173; stability=0.94>=0.5,0.5,0.374638935943641,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,6,7,DENSE,0.5,DENSE: entropy=0.78>0.7; many_blocks_above_0.01=34,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->P,6,8,SPARSE,0.6000000000000001,SPARSE: segment_mass_dominance=0.950; peak_in_small_segment=0.394; stability=0.97>=0.5,0.5,0.3938223756378091,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,6,8,DENSE,0.5,DENSE: entropy=0.95>0.7; many_blocks_above_0.01=29,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,6,8,DENSE,0.5,DENSE: entropy=0.86>0.7; many_blocks_above_0.01=24,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,6,8,SPARSE,0.9,SPARSE: segment_skip=0.0196<0.03,0.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,6,8,DENSE,0.5,DENSE: entropy=0.90>0.7; many_blocks_above_0.01=27,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,6,8,SPARSE,0.95,SPARSE: segment_dominant=0.855>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,6,8,SPARSE,0.6666666666666666,SPARSE: concentration=0.71>=0.6; strong_peak=0.209; stability=0.91>=0.5,0.5,0.49475222065993535,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,6,8,SPARSE,0.9,SPARSE: segment_skip=0.0212<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,6,8,SPARSE,0.9,SPARSE: segment_skip=0.0043<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,6,8,SPARSE,0.6666666666666666,SPARSE: concentration=0.76>=0.6; strong_peak=0.144; stability=0.92>=0.5,0.5,0.4858985034802682,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,6,8,SPARSE,0.95,SPARSE: segment_dominant=0.909>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,6,8,SPARSE,0.6666666666666666,SPARSE: concentration=0.70>=0.6; strong_peak=0.122; stability=0.90>=0.5,0.5,0.40473210279339067,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,6,8,SPARSE,0.9,SPARSE: segment_skip=0.0014<0.03,0.0,0.0,"[21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,6,8,SPARSE,0.9,SPARSE: segment_skip=0.0147<0.03,0.0,0.0,"[5, 6, 7, 8, 9]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,6,8,SPARSE,0.6666666666666666,SPARSE: concentration=0.83>=0.6; strong_peak=0.162; stability=0.85>=0.5,0.5,0.5167059065488191,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,6,8,SPARSE,0.95,SPARSE: segment_dominant=0.943>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->P,6,9,DENSE,0.3333333333333333,DENSE: entropy=0.88>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,6,9,DENSE,0.5,DENSE: entropy=0.97>0.7; many_blocks_above_0.01=31,,,"[0, 1]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,6,9,DENSE,0.5,DENSE: entropy=0.93>0.7; many_blocks_above_0.01=29,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,6,9,DENSE,0.5,DENSE: entropy=0.89>0.7; many_blocks_above_0.01=25,,,[15],block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,6,9,DENSE,0.5,DENSE: entropy=0.95>0.7; many_blocks_above_0.01=30,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,6,9,DENSE,0.7666666666666666,DENSE: entropy=0.85>0.7; max_block=0.027<0.03; many_blocks_above_0.01=37,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,6,9,DENSE,0.5,DENSE: entropy=0.80>0.7; many_blocks_above_0.01=28,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,6,9,DENSE,0.5,DENSE: entropy=0.84>0.7; many_blocks_above_0.01=34,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,6,9,SPARSE,0.9,SPARSE: segment_skip=0.0264<0.03,0.0,0.0,"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,6,9,DENSE,0.5,DENSE: entropy=0.88>0.7; many_blocks_above_0.01=30,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,6,9,DENSE,0.7666666666666666,DENSE: entropy=0.85>0.7; max_block=0.028<0.03; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,6,9,DENSE,0.3333333333333333,DENSE: entropy=0.82>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,6,9,SPARSE,0.9,SPARSE: segment_skip=0.0172<0.03,0.0,0.0,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,6,9,DENSE,0.7666666666666666,DENSE: entropy=0.86>0.7; max_block=0.023<0.03; many_blocks_above_0.01=36,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,6,9,SPARSE,0.6666666666666666,SPARSE: concentration=0.65>=0.6; strong_peak=0.127; stability=0.93>=0.5,0.5,0.3862766404941385,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,6,9,DENSE,0.5,DENSE: entropy=0.81>0.7; many_blocks_above_0.01=30,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->P,6,10,SPARSE,0.6666666666666666,SPARSE: concentration=0.65>=0.6; peak_in_small_segment=0.645; stability=0.96>=0.5,0.5,0.6454624064266464,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,6,10,DENSE,0.5,DENSE: entropy=0.95>0.7; many_blocks_above_0.01=29,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,6,10,DENSE,0.5,DENSE: entropy=0.81>0.7; many_blocks_above_0.01=22,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,6,10,DENSE,0.5,DENSE: entropy=0.95>0.7; many_blocks_above_0.01=31,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,6,10,DENSE,0.5,DENSE: entropy=0.94>0.7; many_blocks_above_0.01=29,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,6,10,SPARSE,0.5333333333333333,SPARSE: concentration=0.61>=0.6; stability=0.89>=0.5,0.5,0.26079891273256794,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,6,10,SPARSE,0.5333333333333333,SPARSE: concentration=0.70>=0.6; stability=0.89>=0.5,0.5,0.3638253798831381,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,6,10,DENSE,0.5,DENSE: entropy=0.75>0.7; many_blocks_above_0.01=31,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,6,10,DENSE,0.5,DENSE: entropy=0.94>0.7; many_blocks_above_0.01=30,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,6,10,DENSE,0.5,DENSE: entropy=0.83>0.7; many_blocks_above_0.01=27,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,6,10,SPARSE,0.5333333333333333,SPARSE: concentration=0.67>=0.6; stability=0.96>=0.5,0.5,0.2564366575250944,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,6,10,DENSE,0.3333333333333333,DENSE: entropy=0.78>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,6,10,DENSE,0.5,DENSE: entropy=0.95>0.7; many_blocks_above_0.01=33,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,6,10,DENSE,0.5,DENSE: entropy=0.77>0.7; many_blocks_above_0.01=34,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,6,10,SPARSE,0.6666666666666666,SPARSE: concentration=0.70>=0.6; strong_peak=0.231; stability=0.89>=0.5,0.5,0.562607717432704,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,6,10,SPARSE,0.5333333333333333,SPARSE: concentration=0.70>=0.6; stability=0.95>=0.5,0.5,0.25091778096250344,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->P,6,11,SPARSE,0.95,SPARSE: segment_dominant=0.964>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,6,11,SPARSE,0.9,SPARSE: segment_skip=0.0204<0.03,0.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,6,11,SPARSE,0.9,SPARSE: segment_skip=0.0094<0.03,0.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,6,11,SPARSE,0.9,SPARSE: segment_skip=0.0071<0.03,0.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,6,11,DENSE,0.3333333333333333,DENSE: entropy=0.90>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,6,11,SPARSE,0.95,SPARSE: segment_dominant=0.817>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,6,11,SPARSE,0.6666666666666666,SPARSE: concentration=0.80>=0.6; strong_peak=0.425; stability=0.87>=0.5,0.5,0.5670078568707921,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,6,11,SPARSE,0.5333333333333333,SPARSE: concentration=0.65>=0.6; stability=0.95>=0.5,0.5,0.22085988594172987,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,6,11,DENSE,0.5,DENSE: entropy=0.89>0.7; many_blocks_above_0.01=23,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,6,11,SPARSE,0.6666666666666666,SPARSE: concentration=0.71>=0.6; strong_peak=0.213; stability=0.95>=0.5,0.5,0.42067381428369083,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,6,11,SPARSE,0.5333333333333333,SPARSE: concentration=0.66>=0.6; stability=0.97>=0.5,0.5,0.2200180705641356,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,6,11,SPARSE,0.6666666666666666,SPARSE: concentration=0.70>=0.6; strong_peak=0.327; stability=0.94>=0.5,0.5,0.47239652937940985,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,6,11,SPARSE,0.9,SPARSE: segment_skip=0.0205<0.03,0.0,0.0,"[7, 8, 9, 10, 11]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,6,11,SPARSE,0.5333333333333333,SPARSE: concentration=0.64>=0.6; stability=0.96>=0.5,0.5,0.2389206700610315,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,6,11,SPARSE,0.6666666666666666,SPARSE: concentration=0.63>=0.6; strong_peak=0.188; stability=0.90>=0.5,0.5,0.3452801607976048,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,6,11,SPARSE,0.5333333333333333,SPARSE: concentration=0.70>=0.6; stability=0.95>=0.5,0.5,0.24765115505703786,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->P,6,12,SPARSE,0.6000000000000001,SPARSE: segment_mass_dominance=1.579; peak_in_small_segment=0.436; stability=0.93>=0.5,0.5,0.43640746802345237,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,6,12,DENSE,0.5,DENSE: entropy=0.90>0.7; many_blocks_above_0.01=24,,,[27],block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,6,12,SPARSE,0.9,SPARSE: segment_skip=0.0148<0.03,0.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,6,12,SPARSE,0.9,SPARSE: segment_skip=0.0084<0.03,0.0,0.0,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,6,12,DENSE,0.5,DENSE: entropy=0.89>0.7; many_blocks_above_0.01=23,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,6,12,DENSE,0.7666666666666666,DENSE: entropy=0.88>0.7; max_block=0.029<0.03; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,6,12,SPARSE,0.9,SPARSE: segment_skip=0.0244<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,6,12,SPARSE,0.9,SPARSE: segment_skip=0.0295<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,6,12,DENSE,0.3333333333333333,DENSE: entropy=0.85>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,6,12,DENSE,0.5,DENSE: entropy=0.86>0.7; many_blocks_above_0.01=28,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,6,12,DENSE,0.5,DENSE: entropy=0.86>0.7; many_blocks_above_0.01=28,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,6,12,DENSE,0.5,DENSE: entropy=0.86>0.7; many_blocks_above_0.01=23,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,6,12,DENSE,0.3333333333333333,DENSE: entropy=0.79>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,6,12,SPARSE,0.9,SPARSE: segment_skip=0.0214<0.03,0.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,6,12,DENSE,0.3333333333333333,DENSE: entropy=0.87>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,6,12,DENSE,0.7666666666666666,DENSE: entropy=0.90>0.7; max_block=0.021<0.03; many_blocks_above_0.01=29,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->P,6,13,SPARSE,0.95,SPARSE: segment_dominant=0.984>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,6,13,SPARSE,0.9,SPARSE: segment_skip=0.0082<0.03,0.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,6,13,SPARSE,0.9,SPARSE: segment_skip=0.0062<0.03,0.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,6,13,SPARSE,0.9,SPARSE: segment_skip=0.0027<0.03,0.0,0.0,[0],block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,6,13,DENSE,0.5,DENSE: entropy=0.95>0.7; many_blocks_above_0.01=29,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,6,13,SPARSE,0.95,SPARSE: segment_dominant=0.817>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,6,13,SPARSE,0.6666666666666666,SPARSE: concentration=0.67>=0.6; strong_peak=0.259; stability=0.91>=0.5,0.5,0.4466879732193864,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,6,13,DENSE,0.5,DENSE: entropy=0.81>0.7; many_blocks_above_0.01=34,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,6,13,DENSE,0.5,DENSE: entropy=0.92>0.7; many_blocks_above_0.01=27,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,6,13,DENSE,0.3333333333333333,DENSE: entropy=0.81>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,6,13,DENSE,0.5,DENSE: entropy=0.78>0.7; many_blocks_above_0.01=26,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,6,13,DENSE,0.3333333333333333,DENSE: entropy=0.74>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,6,13,SPARSE,0.9,SPARSE: segment_skip=0.0074<0.03,0.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,6,13,DENSE,0.5,DENSE: entropy=0.82>0.7; many_blocks_above_0.01=39,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,6,13,DENSE,0.3333333333333333,DENSE: entropy=0.73>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,6,13,SPARSE,0.95,SPARSE: segment_dominant=0.819>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->P,6,14,SPARSE,0.6000000000000001,SPARSE: segment_mass_dominance=1.417; peak_in_small_segment=0.406; stability=0.98>=0.5,0.5,0.40594781673098895,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,6,14,DENSE,0.5,DENSE: entropy=0.94>0.7; many_blocks_above_0.01=27,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,6,14,SPARSE,0.9,SPARSE: segment_skip=0.0236<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,6,14,SPARSE,0.9,SPARSE: segment_skip=0.0066<0.03,0.0,0.0,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,6,14,DENSE,0.5,DENSE: entropy=0.88>0.7; many_blocks_above_0.01=21,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,6,14,DENSE,0.5,DENSE: entropy=0.77>0.7; many_blocks_above_0.01=39,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,6,14,SPARSE,0.6666666666666666,SPARSE: concentration=0.91>=0.6; strong_peak=0.319; stability=0.92>=0.5,0.5,0.7741816409577619,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,6,14,SPARSE,0.9,SPARSE: segment_skip=0.0150<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,6,14,DENSE,0.3333333333333333,DENSE: entropy=0.75>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,6,14,SPARSE,0.6666666666666666,SPARSE: concentration=0.69>=0.6; strong_peak=0.346; stability=0.84>=0.5,0.0,0.04918725450499719,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,6,14,SPARSE,0.95,SPARSE: segment_dominant=0.830>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,6,14,SPARSE,0.6666666666666666,SPARSE: concentration=0.83>=0.6; strong_peak=0.234; stability=0.92>=0.5,0.5,0.647310151280624,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,6,14,DENSE,0.5,DENSE: entropy=0.83>0.7; many_blocks_above_0.01=20,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,6,14,DENSE,0.5,DENSE: entropy=0.80>0.7; many_blocks_above_0.01=37,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,6,14,SPARSE,0.6666666666666666,SPARSE: concentration=0.79>=0.6; strong_peak=0.466; stability=0.92>=0.5,0.5,0.5794220628121621,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,6,14,SPARSE,0.95,SPARSE: segment_dominant=0.838>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
